                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                 1.4148,                0.70007,                 1.0448,                   0.84,                 0.5721,                 0.6508,                0.35562,                 1.3671,                0.59566,                 1.0631,               0.007492,               0.007492,               0.007492
                     78,                 1.4119,                 0.6987,                  1.047,                0.83986,                0.57243,                0.65117,                0.35566,                 1.3665,                0.59549,                 1.0626,               0.007459,               0.007459,               0.007459
                     79,                 1.4239,                0.70585,                 1.0433,                0.84077,                0.57224,                0.65093,                0.35574,                 1.3662,                0.59543,                 1.0622,               0.007426,               0.007426,               0.007426
                     80,                 1.4164,                0.69939,                 1.0434,                0.83996,                0.57367,                0.65158,                0.35602,                  1.366,                0.59484,                  1.062,               0.007393,               0.007393,               0.007393
                     81,                 1.4109,                0.69761,                 1.0438,                0.84117,                0.57354,                0.65165,                0.35609,                 1.3655,                0.59466,                 1.0619,                0.00736,                0.00736,                0.00736
                     82,                 1.4132,                0.69944,                 1.0403,                0.84095,                0.57404,                0.65182,                0.35612,                 1.3656,                0.59426,                 1.0618,               0.007327,               0.007327,               0.007327
                     83,                 1.4128,                0.69796,                 1.0425,                0.84094,                0.57399,                0.65181,                0.35623,                 1.3653,                0.59395,                 1.0616,               0.007294,               0.007294,               0.007294
                     84,                 1.4194,                0.70139,                 1.0425,                 0.8409,                0.57397,                0.65172,                0.35664,                  1.365,                0.59351,                 1.0615,               0.007261,               0.007261,               0.007261
                     85,                 1.4234,                0.70051,                 1.0405,                0.84077,                0.57435,                0.65205,                0.35674,                 1.3649,                0.59332,                 1.0613,               0.007228,               0.007228,               0.007228
                     86,                 1.4157,                0.69887,                 1.0433,                 0.8408,                 0.5745,                0.65222,                0.35679,                 1.3645,                0.59306,                 1.0612,               0.007195,               0.007195,               0.007195
